"","296-100-0.22","296-20-0.22","296-40-0.22","296-60-0.22","297-100-0.22","297-20-0.22","297-40-0.22","297-60-0.22","298-100-0.22","298-200-0.22","298-40-0.22","298-60-0.22","300-100-0.22","300-20-0.22","300-200-0.22","300-40-0.22","300-60-0.22","302-100-0.22","302-200-0.22","302-40-0.22","302-60-0.22","304-100-0.22","304-200-0.22","304-40-0.22","304-70-0.22","306-100-0.22","306-20-0.22","306-200-0.22","306-40-0.22","306-60-0.22","307-100-0.22","307-20-0.22","307-200-0.22","307-40-0.22","307-60-0.22","310-100-0.22","310-20-0.22","310-200-0.22","310-40-0.22","310-60-0.22","311-100-0.22","311-20-0.22","311-200-0.22","311-40-0.22","311-60-0.22","312-20-0.22","312-200-0.22","312-60-0.22","313-20-0.22","313-200-0.22","313-60-0.22","313-90-0.22","314-20-0.22","314-200-0.22","314-60-0.22","314-95-0.22","315-100-0.22","315-20-0.22","315-200-0.22","315-40-0.22","315-65-0.22","317-100-0.22","317-20-0.22","317-200-0.22","317-40-0.22","317-60-0.22","318-100-0.22","318-20-0.22","318-200-0.22","318-40-0.22","318-50-0.22","319-100-0.22","319-200-0.22","319-40-0.22","319-60-0.22","320-20-0.22","320-60-0.22","321-200-0.22","321-40-0.22","322-100-0.22","322-200-0.22","322-40-0.22","322-60-0.22","323-70-0.22","324-200-0.22","324-40-0.22","329-20-0.22","329-200-0.22","329-60-0.22","330-20-0.22","330-60-0.22","298-20-0.22","323-20-0.22","323-200-0.22","326-100-0.22","326-20-0.22","326-200-0.22","326-40-0.22","326-55-0.22","330-100-0.22","330-200-0.22","302-20-0.22","321-100-0.22","321-20-0.22","321-60-0.22","322-20-0.22","323-100-0.22","324-60-0.22","329-100-0.22","329-40-0.22","330-40-0.22","178-100-0.22","178-20-0.22","178-200-0.22","178-40-0.22","178-60-0.22","179-100-0.22","179-20-0.22","179-60-0.22","193-100-0.22","193-20-0.22","193-200-0.22","193-40-0.22","241-100-0.22","241-20-0.22","241-200-0.22","241-40-0.22","241-60-0.22","262-100-0.22","262-20-0.22","262-200-0.22","262-40-0.22","262-60-0.22","267-100-0.22","267-20-0.22","267-200-0.22","267-60-0.22","287-100-0.22","287-20-0.22","287-200-0.22","287-40-0.22","287-60-0.22"
"304-70-0.22",1,1,1,1,1,1,1,1,1,1,1,1,-0.13,-0.19,1,-0.43,-0.45,-0.38,1,-0.34,-1,0.85,1,-0.55,0,0.6,0.76,1,0.67,0.55,0.77,0.67,1,0.53,0.59,0.85,0.77,1,0.61,0.02,0.04,0.42,1,0.5,0.57,0.33,1,0.67,0.4,1,0.78,0.65,0.28,1,0.72,-0.21,1,0.73,1,0.29,0.56,0.98,0.26,1,0.25,0.98,1,0.13,1,-0.31,0.77,1,1,0.99,1,0.75,-0.73,0.27,0.31,1,0.97,-0.04,-0.43,-0.96,0.78,-1,0.38,0.95,0.97,0.97,0.91,0.99,0.62,1,0.98,-0.51,1,-0.49,0.26,0.56,0.83,-0.47,1,0.74,0.66,0.57,0.57,-0.57,1,0.9,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"306-100-0.22",1,1,1,1,1,1,1,1,1,1,1,1,-0.26,1,0.93,0.99,1,-0.84,0.5,0.99,0.42,-0.42,0.74,1,0.6,0,0.99,0.77,0.99,0.89,-1,0.99,0.55,0.98,0.87,-1,0.99,0.02,0.99,0.96,0.92,0.94,-0.08,0.97,0.99,0.94,0.94,0.99,0.93,0.95,0.99,0.94,0.96,1,0.97,-0.82,0.6,0.98,0.99,0.49,-0.66,0.63,0.77,0.99,-0.49,-0.06,0.94,0.8,1,0.61,-0.35,0.91,1,0.25,0.77,1,0.63,-0.14,1,0.8,0.4,1,0.75,0.79,0.21,0.93,0.98,0.97,1,1,1,1,1,1,0.99,1,1,1,0.99,0.99,0.89,1,0.84,1,0.75,1,0.45,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"306-20-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.94,-0.23,1,-0.89,-0.46,1,1,-0.98,0.35,1,1,-0.98,0.76,0.99,0,1,-1,-1,0.93,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,0.61,1,-1,1,-1,0.79,1,-0.96,1,0.81,1,1,-1,1,0.38,1,1,1,1,1,0.91,0.1,0.97,0.87,1,1,-0.26,-0.05,0.41,1,0.78,0.93,1,1,1,1,1,0.84,1,1,0.97,1,1,1,0.99,1,-1,1,0.59,1,0.99,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"306-200-0.22",1,1,1,1,1,1,1,1,1,0.97,1,1,0.86,1,-0.59,1,1,0.91,-0.72,1,1,0.25,-0.85,1,1,0.77,1,0,1,1,0.91,1,-1,1,1,0.88,1,-0.96,1,1,1,1,-0.89,1,1,1,-0.96,1,1,-0.24,1,1,1,0.08,1,1,0.5,1,-0.3,1,0.99,-0.24,1,-0.35,0.86,0.2,-0.09,1,0.81,1,0.96,-0.15,-0.26,0.96,0.61,0.87,1,0.71,1,-0.67,-0.75,1,1,1,-0.58,1,1,0.27,1,1,1,1,1,0.74,1,1,0.29,1,1,0.99,0.3,1,0.94,1,1,1,0.99,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.74,1,1,0.99,1,0.64,1,1,1,1,1,1,0.94,1,0.66,1,1
"306-40-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.92,-0.32,1,-0.91,-0.61,1,1,-0.99,0.21,1,1,-0.99,0.67,0.99,-1,1,0,-1,0.89,-1,1,-1,-1,0.99,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0.99,-1,-1,-1,1,-1,0.53,1,-1,1,-1,0.75,1,-0.97,1,0.79,1,1,-1,1,0.28,1,1,1,1,1,0.87,-0.05,0.94,0.81,1,1,-0.3,-0.13,0.26,0.99,0.72,0.91,1,1,1,1,1,0.81,1,1,0.98,1,1,1,0.99,1,-1,1,0.53,1,0.98,1,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"306-60-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.81,-0.14,1,-0.98,-0.57,0.97,1,-0.98,-0.2,1,1,-0.98,0.55,0.89,-1,1,-1,0,0.79,-1,1,-1,-1,0.96,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,-1,-1,1,-1,0.28,1,-1,1,-1,0.65,1,-0.94,1,0.71,1,1,-0.97,1,0.35,0.97,1,1,1,1,0.97,-0.03,0.9,0.91,1,1,0.07,0.13,0.18,0.98,0.65,0.94,1,1,1,1,1,0.91,1,1,0.97,1,0.99,1,0.98,1,-1,1,0.81,1,0.97,0.99,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"307-100-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.17,1,0.99,0.98,1,-0.53,0.86,0.95,0.57,-0.1,0.94,0.99,0.77,-1,0.93,0.91,0.89,0.79,0,0.91,0.77,0.85,0.66,-1,0.94,0.22,0.91,0.67,0.7,0.65,0.38,0.81,0.87,0.59,1,0.89,0.65,0.98,0.9,0.81,0.68,1,0.85,-0.99,0.92,0.83,1,0.28,-0.82,0.92,0.61,1,-0.42,0.41,1,0.67,1,0.62,-0.18,0.99,1,0.79,0.99,0.99,0.54,0.17,1,0.98,0.84,0.99,0.65,0.77,0.56,0.98,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,0.96,0.96,0.99,1,0.9,1,0.84,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"307-20-0.22",1,1,1,1,1,1,1,1,1,1,1,0.99,0.97,-0.13,1,-1,-0.46,1,1,-1,0.37,1,1,-0.99,0.67,0.99,-1,1,-1,-1,0.91,0,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0.96,-1,-1,-1,1,-1,0.61,1,-1,1,-0.99,0.77,1,-0.93,1,0.8,1,1,-1,1,0.37,1,1,1,1,1,0.9,0,0.94,0.84,1,1,-0.2,-0.06,0.26,0.99,0.71,0.9,1,1,1,1,1,0.73,1,1,0.97,1,1,1,0.96,0.99,-1,1,0.1,0.99,0.87,1,0.95,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"307-200-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.9,1,0.21,1,1,0.7,-0.42,1,1,0.01,-0.38,1,1,0.55,1,-1,1,1,0.77,1,0,1,1,0.67,1,-1,1,1,1,1,-1,1,1,1,-0.12,1,1,0.55,1,1,1,0.84,1,0.95,0.6,1,0.72,1,0.95,0.18,1,0.7,0.84,0.44,0.44,1,1,1,0.77,0.55,0.84,0.91,0.87,0.99,1,0.55,1,-0.25,-0.63,1,1,1,-0.12,1,1,0.89,1,1,1,1,1,0.99,1,1,0.97,1,1,1,0.65,1,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.86,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1
"307-40-0.22",1,1,1,1,1,1,1,1,1,1,1,0.99,0.95,-0.21,1,-1,-0.58,0.99,1,-1,0.22,1,1,-1,0.53,0.98,-1,1,-1,-1,0.85,-1,1,0,-1,0.99,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0.93,-1,-1,-1,1,-1,0.45,1,-1,1,-1,0.67,1,-0.97,1,0.72,1,1,-1,1,0.24,0.99,1,1,1,1,0.84,-0.11,0.93,0.73,1,1,-0.35,-0.2,0.06,0.98,0.54,0.9,1,1,1,1,1,0.58,1,1,0.94,1,0.99,1,0.97,0.99,-1,1,0.05,0.99,0.84,0.99,0.93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"307-60-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.93,0.2,1,-0.93,-0.24,0.97,1,-0.98,0.15,1,1,-0.97,0.59,0.87,-1,1,-1,-1,0.66,-1,1,-1,0,0.92,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0.99,-1,-1,-1,1,-1,0.08,1,-1,1,-1,0.49,1,-0.9,1,0.72,1,1,-0.95,1,0.31,0.95,1,1,1,1,0.97,0.1,0.89,0.94,1,1,0.07,0.22,0.34,0.98,0.69,0.97,1,1,1,1,1,0.9,1,1,0.98,1,1,1,0.99,0.99,-1,1,0.68,1,0.98,0.99,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"310-100-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.16,1,0.94,1,1,-0.69,0.69,1,0.76,-0.72,0.82,1,0.85,-1,1,0.88,0.99,0.96,-1,1,0.67,0.99,0.92,0,1,-0.31,1,0.94,0.96,0.95,-0.14,0.98,0.99,0.94,0.97,0.99,0.96,0.97,1,0.96,0.96,1,0.99,-0.69,0.81,0.99,1,0.68,-0.44,0.86,0.9,0.99,-0.23,0.25,0.98,0.94,1,0.9,-0.13,0.97,1,0.62,0.94,1,0.83,0.05,1,0.95,0.68,1,0.91,0.93,0.38,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,0.74,1,0.81,1,0.8,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"310-20-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.99,-0.12,1,-0.78,-0.37,1,1,-0.97,0.47,1,1,-0.98,0.77,0.99,-1,1,-1,-1,0.94,-1,1,-1,-1,1,0,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0.98,-1,-1,-1,1,-1,0.62,1,-1,1,-1,0.83,1,-0.98,1,0.8,1,1,-0.99,1,0.41,0.99,1,1,1,1,0.9,0.12,0.97,0.83,1,1,-0.26,0.05,0.33,1,0.58,0.91,1,1,1,1,1,0.81,1,1,0.98,1,1,1,0.99,1,-1,1,0.6,1,0.99,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"310-200-0.22",1,1,1,1,1,1,1,1,0.99,0.99,1,1,0.45,1,-0.97,1,1,0.36,-0.66,1,1,-0.52,-0.82,1,1,0.02,1,-0.96,1,1,0.22,1,-1,1,1,-0.31,1,0,1,1,1,1,-1,1,1,1,-0.99,1,1,-0.13,1,1,1,0.39,1,0.9,0.21,1,0.14,1,0.84,0.19,1,0.21,0.44,-0.3,-0.08,1,0.7,1,0.68,0.11,0.17,0.48,0.32,0.91,0.99,0.18,1,-0.6,-0.46,1,0.94,1,-0.44,1,1,0.53,1,1,1,1,1,0.82,0.99,1,0.48,1,1,1,0.41,1,0.1,1,0.97,1,0.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,0.99,1,0.82,1,1,1,1,1,1,0.97,1,0.78,1,1
"310-40-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.97,-0.25,1,-0.85,-0.52,0.99,1,-0.98,0.2,1,1,-1,0.61,0.99,-1,1,-1,-1,0.91,-1,1,-1,-1,1,-1,1,0,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0.99,-1,-1,-1,1,-1,0.49,1,-1,1,-1,0.79,1,-0.98,1,0.79,1,1,-0.99,1,0.38,0.99,1,1,1,1,0.94,0.17,0.95,0.84,1,1,-0.23,0.05,0.25,1,0.43,0.93,1,1,1,1,1,0.75,1,1,0.95,1,0.98,1,0.99,1,-1,1,0.71,1,0.99,1,0.96,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"310-60-0.22",1,1,1,1,1,1,1,1,1,1,1,0.99,0.98,-0.2,1,-1,-0.96,0.99,1,-1,0.14,1,1,-1,0.02,0.96,-1,1,-1,-1,0.67,-1,1,-1,-1,0.94,-1,1,-1,0,-1,-1,1,-1,-1,-1,1,-1,-1,0.97,-1,-1,-1,1,-1,0.42,1,-1,1,-1,0.73,1,-0.81,1,0.78,1,1,-0.97,1,0.53,0.98,1,1,1,1,0.99,0.47,0.92,0.86,1,1,0.11,0.35,0.48,0.96,0.56,0.98,1,1,1,1,1,0.8,1,1,0.98,1,0.99,1,0.98,0.99,-1,1,-0.28,0.96,0.67,0.99,0.82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"311-100-0.22",1,1,1,1,1,1,1,1,1,1,1,0.98,0.96,-0.22,1,-1,-0.94,0.97,1,-1,-0.15,1,1,-1,0.04,0.92,-1,1,-1,-1,0.7,-1,1,-1,-1,0.96,-1,1,-1,-1,0,-1,1,-1,-1,-1,1,-1,-1,0.98,-1,-1,-1,1,-1,0.28,1,-1,1,-1,0.63,1,-0.84,1,0.54,1,1,-0.98,1,0.42,0.94,1,1,1,1,0.98,0.27,0.92,0.83,1,1,0.07,0.38,0.4,0.97,0.44,0.96,1,1,1,1,1,0.69,1,1,0.89,1,0.94,0.98,0.99,0.99,-1,1,-0.16,0.95,0.76,0.98,0.74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"311-20-0.22",1,1,1,1,1,1,1,1,1,1,1,0.93,0.89,-0.42,1,-1,-0.89,0.97,1,-1,0.04,1,1,-0.99,0.42,0.94,-1,1,-1,-1,0.65,-1,1,-1,-1,0.95,-1,1,-1,-1,-1,0,1,-1,-1,-1,1,-1,-1,0.58,-1,-1,-1,1,-1,0.32,1,-1,1,-1,0.59,0.99,-0.92,1,0.57,1,1,-0.99,1,0.33,0.98,1,1,1,1,0.91,0.3,0.89,0.67,1,0.98,-0.31,-0.11,0.13,0.93,0.38,0.89,1,1,1,1,1,0.46,1,1,0.9,1,0.98,1,0.95,0.98,-1,1,-0.5,0.95,0.6,0.97,0.74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"311-200-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.55,1,-0.73,1,1,0.35,-0.49,1,1,-0.22,-0.79,1,1,-0.08,1,-0.89,1,1,0.38,1,-1,1,1,-0.14,1,-1,1,1,1,1,0,1,1,1,-1,1,1,-0.18,1,1,1,0.24,1,0.92,0.03,1,0.05,1,0.7,0.25,1,0.28,0.34,-0.43,-0.22,1,0.8,1,0.55,0.13,0.13,0.36,0.32,0.93,1,0.38,1,-0.55,-0.27,1,0.97,1,-0.24,1,1,0.38,1,1,1,1,1,0.88,1,1,0.62,1,1,0.99,0.34,1,0.44,1,0.99,1,0.9,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,1,1,1,0.77,1,1,1,1,1,1,0.99,1,0.68,1,1
"311-40-0.22",1,1,1,1,1,1,1,1,1,1,1,0.99,0.93,-0.17,1,-1,-0.57,0.98,1,-1,0.21,1,1,-1,0.5,0.97,-1,1,-1,-1,0.81,-1,1,-1,-1,0.98,-1,1,-1,-1,-1,-1,1,0,-1,-1,1,-1,-1,0.78,-1,-1,-1,1,-1,0.47,1,-1,1,-0.98,0.7,0.99,-0.87,1,0.64,1,1,-0.97,1,0.43,0.99,1,1,1,1,0.97,0.34,0.95,0.82,1,0.99,-0.16,0.04,0.23,0.96,0.55,0.94,1,1,1,1,1,0.66,1,1,0.95,1,0.99,1,0.98,0.99,-1,1,-0.01,0.99,0.84,0.99,0.87,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"311-60-0.22",1,1,1,1,1,1,1,1,1,1,1,0.99,0.97,-0.17,1,-1,-0.51,0.99,1,-1,0.23,1,1,-0.99,0.57,0.99,-1,1,-1,-1,0.87,-1,1,-1,-1,0.99,-1,1,-1,-1,-1,-1,1,-1,0,-1,1,-1,-1,0.85,-1,-1,-1,1,-1,0.47,1,-1,1,-0.99,0.74,1,-0.88,1,0.71,1,1,-0.95,1,0.46,0.99,1,1,1,1,0.95,0.38,0.94,0.88,1,0.99,-0.16,0.02,0.28,0.98,0.54,0.96,1,1,1,1,1,0.66,1,1,0.94,1,0.99,1,0.98,0.99,-1,1,0.29,1,0.94,1,0.91,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"312-20-0.22",1,1,1,1,1,1,1,1,1,1,1,0.91,0.91,-0.39,1,-1,-0.81,0.97,1,-1,-0.02,1,1,-1,0.33,0.94,-1,1,-1,-1,0.59,-1,1,-1,-1,0.94,-1,1,-1,-1,-1,-1,1,-1,-1,0,1,-1,-1,0.55,-1,-1,-1,1,-1,0.23,1,-1,1,-0.99,0.46,0.99,-0.9,1,0.53,1,1,-0.97,1,0.19,0.96,1,1,1,1,0.82,0.06,0.84,0.65,1,0.99,-0.41,-0.25,0.04,0.94,0.44,0.93,1,1,1,1,1,0.43,1,1,0.9,1,0.99,1,0.96,1,-1,1,-0.49,0.97,0.65,0.98,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"312-200-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,-0.44,1,1,0.93,-0.39,1,1,0.67,-0.97,1,1,0.94,1,-0.96,1,1,1,1,-0.12,1,1,0.97,1,-0.99,1,1,1,1,-1,1,1,1,0,1,1,-0.74,1,1,1,-0.52,1,1,0.39,1,-0.01,1,0.99,-0.72,1,0.16,0.87,0.45,-0.34,1,0.46,1,0.99,-0.06,-0.02,0.94,0.58,0.86,1,0.94,1,-0.98,-0.95,1,1,1,-0.75,1,1,0.36,1,1,1,1,1,0.6,1,1,0.34,1,1,1,0.24,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.84,1,1,1,1,1,1,1,1,0.39,1,1
"312-60-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.98,-0.06,1,-0.95,-0.35,0.99,1,-0.99,0.26,1,1,-0.98,0.67,0.99,-1,1,-1,-1,0.89,-1,1,-1,-1,0.99,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,0,-1,0.92,-1,-1,-1,1,-1,0.54,1,-1,1,-0.98,0.79,1,-0.88,1,0.74,1,1,-0.94,1,0.55,0.98,1,1,1,1,0.96,0.47,0.95,0.9,1,1,-0.06,0.15,0.36,0.99,0.68,0.98,1,1,1,1,1,0.72,1,1,0.94,1,0.99,1,0.99,0.98,-1,1,0.52,1,0.98,1,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"313-20-0.22",1,1,1,1,1,1,1,1,1,1,1,0.97,0.8,-0.41,1,-0.96,-0.73,0.97,1,-1,0.05,1,1,-0.99,0.4,0.93,-1,1,-1,-1,0.65,-1,1,-1,-1,0.96,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,0,0.76,-1,-1,-1,1,-1,0.11,1,-1,1,-1,0.32,1,-1,1,0.24,1,1,-1,1,-0.02,0.92,1,1,1,1,0.8,-0.06,0.93,0.75,1,1,-0.46,-0.28,0.03,0.98,0.59,0.9,1,1,1,1,1,0.24,1,1,0.74,1,0.94,0.98,0.98,0.99,-0.99,1,0.05,0.99,0.94,0.95,0.83,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"313-200-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,0.32,1,1,0.93,0.13,0.98,0.99,0.82,-0.29,0.99,1,0.95,1,-0.24,0.99,1,0.98,0.96,0.55,0.93,0.99,0.97,0.98,-0.13,0.99,0.97,0.98,0.58,-0.18,0.78,0.85,0.55,-0.74,0.92,0.76,0,0.99,1,0.8,-0.34,0.99,0.94,-0.4,0.98,-0.13,0.98,0.94,-0.98,0.8,-0.46,0.58,-0.11,-0.88,0.89,0.73,0.98,0.87,-0.83,-0.44,0.6,-0.16,0.55,0.93,0.98,1,-0.38,-0.98,1,0.99,1,-0.14,1,1,0.53,1,1,1,1,1,0.98,1,1,0.78,1,1,1,0.3,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,0.71,1,1
"313-60-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.99,-0.05,1,-0.77,-0.38,1,1,-0.96,0.37,1,1,-0.98,0.78,0.99,-1,1,-1,-1,0.9,-1,1,-1,-1,1,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0.99,0,-1,-1,1,-1,0.61,1,-1,1,-1,0.78,1,-0.94,1,0.77,1,1,-0.99,1,0.53,0.99,1,1,1,1,0.97,0.31,0.98,0.94,1,1,0.01,0.27,0.49,1,0.8,0.98,1,1,1,1,1,0.84,1,1,0.98,1,1,1,0.99,1,-1,1,0.79,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"313-90-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.97,0.11,1,-0.73,-0.23,0.99,1,-0.91,-0.03,1,1,-0.97,0.65,0.94,-1,1,-1,-1,0.81,-1,1,-1,-1,0.96,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,1,-1,0,-1,1,-1,-0.02,1,-1,1,-1,0.49,1,-0.93,1,0.62,1,1,-0.92,1,0.41,0.92,1,1,1,1,0.98,0.06,0.94,0.95,1,1,0.28,0.5,0.59,1,0.61,0.99,1,1,1,1,1,0.93,1,1,0.95,1,0.98,0.99,1,1,-1,1,0.89,1,0.99,0.99,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"314-20-0.22",1,1,1,1,1,1,1,1,1,1,1,0.85,0.86,-0.47,1,-1,-0.78,0.97,1,-1,-0.04,1,1,-0.99,0.28,0.96,-1,1,-1,-1,0.68,-1,1,-1,-1,0.96,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0.8,-1,-1,0,1,-1,0.01,1,-1,1,-1,0.24,1,-0.99,1,0.34,1,1,-1,1,-0.15,0.95,1,1,1,1,0.44,-0.51,0.76,0.49,1,0.99,-0.59,-0.52,-0.08,0.94,0.43,0.77,1,1,1,1,1,0.28,1,1,0.78,1,0.94,0.99,0.92,0.96,-1,1,-0.5,0.91,0.61,0.93,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"314-200-0.22",1,1,1,0.99,0.93,1,1,1,0.95,0.58,1,1,0.99,1,0.28,1,1,1,0.51,1,1,0.99,-0.33,1,1,1,1,0.08,1,1,1,1,0.84,1,1,1,1,0.39,1,1,1,1,0.24,1,1,1,-0.52,1,1,-0.34,1,1,1,0,1,1,0.51,1,-1,1,1,-0.71,1,-1,0.99,0.34,-0.41,1,-0.77,1,1,-0.87,-1,0.98,0.63,-0.54,0.99,1,1,-0.34,-0.51,1,1,1,-0.45,1,1,-0.06,1,1,1,1,1,0.44,0.98,1,-0.17,1,1,0.99,-0.06,1,1,1,1,1,1,1,0.99,1,1,0.99,1,1,1,1,0.99,1,1,1,1,0.98,1,0.99,1,0.76,1,1,0.75,0.98,-0.66,1,1,1,1,0.97,1,0.65,0.98,-0.9,1,0.99
"314-60-0.22",1,1,1,1,1,1,1,1,1,1,1,1,0.96,-0.02,1,-1,-0.41,1,1,-1,0.32,1,1,-0.97,0.72,0.97,-1,1,-1,-1,0.85,-1,1,-1,-1,0.99,-1,1,-1,-1,-1,-1,1,-1,-1,-1,1,-1,-1,0.99,-1,-1,-1,1,0,0.34,1,-1,1,-1,0.62,1,-0.97,1,0.64,1,1,-0.99,1,0.24,0.99,1,1,1,1,0.88,-0.16,0.93,0.87,1,1,-0.18,-0.1,0.44,1,0.79,0.95,1,1,1,1,1,0.84,1,1,0.97,1,0.99,1,0.99,1,-1,1,0.2,0.99,0.9,1,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
