"","296-100-3","296-20-3","296-60-3","297-100-3","297-40-3","297-60-3","298-20-3","298-200-3","300-100-3","300-20-3","300-200-3","300-40-3","300-60-3","302-100-3","302-20-3","302-60-3","304-100-3","304-20-3","304-40-3","304-70-3","306-100-3","306-20-3","306-200-3","306-40-3","306-60-3","307-100-3","307-20-3","307-200-3","307-40-3","307-60-3","310-100-3","310-40-3","310-60-3","311-20-3","311-40-3","312-20-3","312-200-3","313-20-3","313-90-3","314-20-3","314-60-3","314-95-3","315-20-3","315-65-3","317-100-3","317-20-3","317-40-3","317-60-3","318-100-3","318-20-3","318-40-3","319-100-3","319-20-3","319-40-3","319-60-3","320-100-3","320-20-3","320-200-3","320-40-3","321-200-3","321-40-3","321-60-3","322-100-3","322-20-3","322-200-3","322-40-3","322-60-3","323-100-3","323-200-3","326-100-3","326-20-3","326-200-3","326-40-3","326-55-3","328-100-3","328-20-3","328-200-3","328-40-3","328-60-3","329-100-3","329-20-3","329-200-3","329-40-3","329-60-3","330-100-3","330-20-3","330-200-3","330-40-3","330-60-3","178-100-3","178-20-3","178-200-3","178-40-3","178-60-3","179-100-3","179-20-3","179-60-3","193-100-3","193-20-3","193-40-3","193-60-3","241-100-3","241-20-3","241-200-3","241-40-3","241-60-3","262-20-3","262-200-3","262-40-3","262-60-3","267-100-3","267-20-3","267-200-3","267-60-3","287-100-3","287-20-3","287-200-3","287-40-3","287-60-3"
"330-200-3",0.48,0.53,0.42,0.83,0.77,0.76,0.12,0.96,1,0.93,0.91,0.84,0.95,0.99,1,1,0.98,1,1,1,1,1,0.99,1,1,1,1,0.98,1,1,1,1,1,1,1,1,0.93,1,1,1,1,0.99,1,1,1,1,0.93,-0.09,0.98,0.94,0.97,0.85,0.86,0.57,0.93,0.8,0.97,0.41,0.87,0.23,0.9,0.88,0.39,0.58,-0.01,0.69,0.8,0.51,-0.07,0.88,0.81,0.45,0.7,0.81,-0.89,-0.75,-0.44,-0.9,-0.68,-1,-0.82,-0.66,-0.83,-0.65,-1,-0.87,0,-0.98,-1,1,0.92,0.99,0.99,0.98,1,1,1,1,1,1,0.76,1,1,1,0.99,1,1,0.93,1,0.99,1,1,1,0.94,1,0.99,0.91,0.99,1
"330-40-3",0.7,0.33,0.49,0.95,0.36,0.81,-0.06,1,1,1,0.77,0.83,0.97,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.93,0.91,1,0.99,0.98,0.99,0.94,0.88,1,0.99,0.78,0.92,0.86,0.68,0.77,0.96,0.8,0.41,0.62,0.64,0.9,0.84,0.8,0.98,0.88,0.84,0.77,0.95,-0.06,-0.5,0.85,-0.58,-0.12,-0.53,-0.94,-0.13,-0.85,-0.87,-0.98,-1,-0.98,0,-1,1,0.64,1,0.88,0.96,1,1,1,1,1,1,0.75,1,1,1,0.97,1,1,0.91,1,1,1,1,1,0.99,1,1,0.91,1,1
"330-60-3",0.67,0.4,0.5,0.95,0.46,0.82,0.13,0.99,1,1,0.89,0.9,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.9,0.73,1,0.95,0.95,0.97,0.7,0.8,0.99,0.96,0.97,0.78,0.94,0.52,0.87,0.92,0.77,0.67,0.54,0.8,0.84,0.63,0.43,0.94,0.93,0.78,0.84,0.93,-0.63,-0.81,0.68,-0.98,-0.81,-0.9,-0.98,-0.33,-0.92,-0.81,-1,-0.98,-1,-1,0,1,0.84,1,0.96,0.99,1,1,1,1,1,1,0.65,1,1,1,0.97,1,1,0.89,1,0.99,1,1,1,0.99,1,1,0.88,1,1
"178-100-3",0.22,0.17,0.17,-0.01,0.59,0.02,0.94,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,0.96,1,1,1,0,-0.75,-0.8,-0.82,-0.87,-0.53,0.01,0.44,0.53,0.37,-0.19,-0.63,0.19,0.19,0.85,0.19,0.25,0.17,0.9,0.06,0.18,0.04,0.29,0.07,0.51,0.49,0.27,0.78,0.24,0.33
"178-20-3",0.31,-0.02,-0.09,0.67,-0.49,-0.14,0.39,0.84,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.95,1,0.98,1,1,0.62,1,0.84,0.93,0.88,0.27,0.92,0.64,0.84,-0.75,0,-0.24,-1,0.1,0.05,-0.73,-0.56,0.6,0.06,0.23,0.19,0.86,-0.14,0.99,0.05,0.31,0.06,1,-0.23,0.06,-0.25,0.04,0.77,0.34,0.64,0.22,1,0.25,0.08
"178-200-3",0.78,0.69,0.79,0.28,0.88,-0.09,0.99,0.62,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.94,0.99,1,1,-0.8,-0.24,0,-0.18,0.18,0.02,0.67,0.68,0.8,0.96,0.77,-0.48,0.79,0.98,0.74,0.7,0.95,0.99,0.81,0.98,0.93,0.92,0.97,0.88,0.78,0.74,0.99,0.75,0.99,0.98
"178-40-3",0.42,-0.02,0.04,0.65,-0.4,0,0.69,0.82,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,0.98,1,1,0.78,1,0.89,0.98,0.97,0.6,0.99,0.88,0.96,-0.82,-1,-0.18,0,-0.1,-0.11,-0.77,-0.75,0.32,-0.12,-0.2,0.41,0.67,-0.39,0.97,-0.02,0.06,-0.17,1,-0.48,-0.21,-0.5,-0.32,0.53,0.09,0.72,-0.09,1,-0.03,-0.24
"178-60-3",0.42,0.42,0.29,0.34,0.34,0.12,0.59,0.51,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,0.9,1,1,0.99,1,1,1,0.99,0.98,1,1,1,1,1,1,1,1,1,1,0.95,1,0.98,1,0.99,0.95,0.98,0.95,0.98,0.99,0.7,0.98,0.96,0.99,-0.87,0.1,0.18,-0.1,0,0.43,-0.4,0.45,0.57,0.45,-0.89,0.42,0.86,0.46,0.91,0.55,0.72,0.39,0.96,0.39,0.53,0.35,0.52,0.72,0.1,0.52,0.58,0.92,0.54,0.55
"179-100-3",0.92,0.83,0.7,0.71,0.94,0.58,0.99,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,-0.53,0.05,0.02,-0.11,0.43,0,-0.72,-0.97,-0.68,-0.77,-0.58,0.17,-0.9,-0.8,0.46,-0.76,-0.81,-0.86,0.97,-0.79,-0.94,-0.84,-0.8,-0.78,-0.67,-0.9,-0.67,0.99,-0.71,-0.75
"179-20-3",0.68,0.68,0.62,0.74,0.56,0.43,0.94,0.73,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.96,1,0.93,1,1,1,0.01,-0.73,0.67,-0.77,-0.4,-0.72,0,-1,-0.58,-0.59,-0.66,0.92,-0.13,-0.77,0.97,-0.76,-0.22,-0.51,1,-0.93,-0.86,-0.68,-0.63,0.04,-0.62,-0.58,-0.64,0.99,-0.64,-0.75
"179-60-3",0.69,0.6,0.53,0.84,0.63,0.43,0.95,0.65,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,0.9,1,1,1,0.44,-0.56,0.68,-0.75,0.45,-0.97,-1,0,-0.88,-0.94,-0.95,0.95,-0.69,-0.95,0.96,-0.94,-0.34,-0.84,1,-0.99,-1,-0.96,-0.98,-0.52,-0.95,-0.86,-0.95,1,-0.88,-0.93
"193-100-3",0.74,0.75,0.67,0.56,0.94,0.53,1,0.6,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.53,0.6,0.8,0.32,0.57,-0.68,-0.58,-0.88,0,-1,-1,0.4,-0.99,-1,0.5,-0.99,-0.38,-0.39,0.99,-0.98,-0.98,-1,-1,-0.91,-1,-1,-1,1,-0.99,-1
"193-20-3",0.77,0.74,0.59,0.84,0.83,0.74,0.99,0.5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.37,0.06,0.96,-0.12,0.45,-0.77,-0.59,-0.94,-1,0,-1,0.74,-0.94,-1,0.53,-1,-0.56,-0.3,0.95,-0.98,-0.99,-1,-1,-0.88,-1,-0.99,-0.98,0.99,-0.99,-1
"193-40-3",0.79,0.8,0.72,0.81,0.93,0.75,1,0.74,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,-0.19,0.23,0.77,-0.2,-0.89,-0.58,-0.66,-0.95,-1,-1,0,0.85,-0.81,-1,0.85,-0.99,-0.17,0.07,1,-0.95,-0.98,-1,-1,-0.67,-1,-0.98,-0.9,1,-0.95,-1
"193-60-3",0.62,0.95,0.82,-0.35,1,0.73,1,-0.01,1,0.25,1,0.99,1,1,1,1,1,1,1,0.96,1,1,0.74,1,1,1,1,0.72,1,1,1,1,1,1,1,1,0.81,1,1,1,1,1,1,1,1,1,0.82,0.85,0.99,0.99,1,0.86,1,1,1,0.97,1,0.42,1,0.27,1,1,0.98,1,0.39,1,1,1,0.9,1,1,0.35,1,1,0.96,1,0.76,1,1,1,1,-0.04,1,1,1,0.93,0.76,0.75,0.65,-0.63,0.19,-0.48,0.41,0.42,0.17,0.92,0.95,0.4,0.74,0.85,0,0.7,0.87,0.06,-0.67,0.91,0.92,-0.25,0.78,0.43,0.86,0.95,0.7,0.6,-0.44,0.72,-0.6,0.72,0.82
"241-100-3",0.87,0.94,0.88,0.5,1,0.77,1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.19,0.86,0.79,0.67,0.86,-0.9,-0.13,-0.69,-0.99,-0.94,-0.81,0.7,0,-0.97,-0.06,-1,-0.58,-0.49,0.46,-0.93,-1,-0.97,-0.97,-1,-0.81,-1,-0.96,0.36,-0.95,-0.99
"241-20-3",0.8,0.8,0.66,0.89,0.84,0.78,0.98,0.57,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.19,-0.14,0.98,-0.39,0.46,-0.8,-0.77,-0.95,-1,-1,-1,0.87,-0.97,0,0.83,-1,-0.9,-0.96,1,-1,-1,-1,-1,-0.94,-0.99,-0.99,-1,1,-1,-1
"241-200-3",0.89,0.99,0.93,0.38,1,0.88,1,-0.26,1,0.97,1,1,1,1,1,1,1,1,1,1,1,1,0.87,1,1,1,1,0.83,1,1,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,0.98,1,1,1,1,1,0.97,1,0.92,1,1,1,1,0.67,1,1,1,1,1,1,0.96,1,1,1,1,1,1,1,1,1,0.98,1,1,1,1,1,1,1,0.85,0.99,0.74,0.97,0.91,0.46,0.97,0.96,0.5,0.53,0.85,0.06,-0.06,0.83,0,-0.03,0.7,0.85,-0.89,0.74,0.67,0.76,0.9,-0.06,0.62,-0.97,0.74,-0.33,0.84,0.78
"241-40-3",0.55,0.83,0.63,-0.04,0.95,0.59,1,-0.05,1,0.95,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,0.99,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,0.98,1,1,1,1,1,1,1,1,1,0.87,1,0.86,1,1,1,1,0.91,1,1,1,1,1,1,0.89,1,1,1,1,1,1,1,1,1,0.66,1,1,1,0.99,0.99,0.97,0.97,0.19,0.05,0.7,-0.02,0.55,-0.76,-0.76,-0.94,-0.99,-1,-0.99,-0.67,-1,-1,-0.03,0,-0.71,-0.86,0.01,-0.99,-1,-1,-1,-0.99,-1,-1,-1,0.06,-1,-1
"241-60-3",0.92,0.89,0.79,0.84,0.96,0.83,1,0.41,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.25,0.31,0.95,0.06,0.72,-0.81,-0.22,-0.34,-0.38,-0.56,-0.17,0.91,-0.58,-0.9,0.7,-0.71,0,-1,0.92,-0.92,-0.7,-0.79,-0.94,-0.69,-0.23,-0.93,-0.97,0.96,-0.93,-0.68
"262-20-3",0.83,0.85,0.71,0.8,0.92,0.8,0.99,0.27,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,0.99,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,0.93,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97,1,1,1,0.17,0.06,0.99,-0.17,0.39,-0.86,-0.51,-0.84,-0.39,-0.3,0.07,0.92,-0.49,-0.96,0.85,-0.86,-1,0,0.97,-0.99,-0.95,-0.79,-0.69,-0.54,-0.36,-0.92,-0.99,0.98,-0.99,-0.9
"262-200-3",0.9,1,0.98,0.42,1,0.97,1,0.01,1,0.67,1,1,1,0.98,1,1,1,1,1,0.92,1,1,0.63,1,1,1,1,0.43,1,1,1,1,1,1,1,1,0.62,1,1,1,1,1,1,1,0.86,1,0.97,0.9,0.86,1,1,0.3,1,1,0.81,0.83,1,-0.05,1,0.06,1,1,1,1,0.21,1,1,1,0.97,1,1,0.29,1,1,0.98,1,0.91,1,1,1,1,-0.82,1,1,1,0.99,0.93,0.91,0.89,0.9,1,0.81,1,0.96,0.97,1,1,0.99,0.95,1,-0.25,0.46,1,-0.89,0.01,0.92,0.97,0,0.97,0.81,1,1,0.58,0.93,-0.08,0.87,-1,0.93,0.98
"262-40-3",0.6,0.67,0.45,0.61,0.84,0.57,0.98,0.23,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,0.97,1,1,1,0.06,-0.23,0.98,-0.48,0.39,-0.79,-0.93,-0.99,-0.98,-0.98,-0.95,0.78,-0.93,-1,0.74,-0.99,-0.92,-0.99,0.97,0,-1,-1,-1,-0.87,-0.96,-1,-1,0.97,-1,-1
"262-60-3",0.6,0.77,0.56,0.26,0.87,0.54,0.99,0.08,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,0.99,1,1,1,0.99,1,1,1,1,1,0.9,1,0.75,1,1,1,1,0.88,1,1,1,1,1,1,0.9,1,1,1,1,1,1,1,1,1,0.9,1,1,1,0.99,0.99,1,0.99,0.18,0.06,0.93,-0.21,0.53,-0.94,-0.86,-1,-0.98,-0.99,-0.98,0.43,-1,-1,0.67,-1,-0.7,-0.95,0.81,-1,0,-1,-1,-0.94,-1,-1,-1,0.77,-1,-1
"267-100-3",0.63,0.64,0.41,0.68,0.75,0.54,0.98,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,1,1,1,0.04,-0.25,0.92,-0.5,0.35,-0.84,-0.68,-0.96,-1,-1,-1,0.86,-0.97,-1,0.76,-1,-0.79,-0.79,1,-1,-1,0,-1,-0.95,-1,-1,-1,1,-1,-1
"267-20-3",0.71,0.71,0.6,0.9,0.9,0.77,1,0.63,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,0.29,0.04,0.97,-0.32,0.52,-0.8,-0.63,-0.98,-1,-1,-1,0.95,-0.97,-1,0.9,-1,-0.94,-0.69,1,-1,-1,-1,0,-0.93,-1,-0.99,-1,1,-1,-1
"267-200-3",0.65,0.79,0.7,0.37,0.98,0.6,1,-0.22,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.94,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.97,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,0.07,0.77,0.88,0.53,0.72,-0.78,0.04,-0.52,-0.91,-0.88,-0.67,0.7,-1,-0.94,-0.06,-0.99,-0.69,-0.54,0.58,-0.87,-0.94,-0.95,-0.93,0,-0.77,-1,-0.89,0.82,-0.89,-0.94
"267-60-3",0.3,0.56,0.32,0.2,0.75,0.36,0.96,0.43,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,0.97,1,1,1,0.99,1,1,1,1,1,0.97,1,0.78,1,1,1,1,0.68,1,1,1,1,1,1,0.91,1,1,1,1,1,1,1,0.99,1,0.92,1,0.99,1,0.92,0.94,0.99,0.99,0.51,0.34,0.78,0.09,0.1,-0.67,-0.62,-0.95,-1,-1,-1,0.6,-0.81,-0.99,0.62,-1,-0.23,-0.36,0.93,-0.96,-1,-1,-1,-0.77,0,-1,-0.97,0.95,-0.98,-1
"287-100-3",0.42,0.45,0.55,0.3,0.86,0.57,1,-0.59,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,0.79,1,1,1,1,0.92,1,1,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,0.93,1,1,1,0.98,1,1,1,1,1,0.94,1,0.92,1,1,1,1,0.83,1,1,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,0.97,1,1,1,0.99,1,1,1,0.49,0.64,0.74,0.72,0.52,-0.9,-0.58,-0.86,-1,-0.99,-0.98,-0.44,-1,-0.99,-0.97,-1,-0.93,-0.92,-0.08,-1,-1,-1,-0.99,-1,-1,0,-1,0.03,-1,-1
"287-20-3",0.62,0.82,0.65,0.51,0.9,0.63,1,0.19,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,0.97,1,1,1,1,0.99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,0.99,1,1,1,1,1,0.98,1,0.83,1,1,1,1,0.83,1,1,1,1,1,1,0.95,1,1,1,1,1,1,1,1,1,0.97,1,1,1,0.99,0.99,1,1,0.27,0.22,0.99,-0.09,0.58,-0.67,-0.64,-0.95,-1,-0.98,-0.9,0.72,-0.96,-1,0.74,-1,-0.97,-0.99,0.87,-1,-1,-1,-1,-0.89,-0.97,-1,0,0.85,-1,-1
"287-200-3",0.79,1,0.94,-0.06,1,0.94,1,-0.37,1,-0.15,1,1,1,0.96,1,1,1,1,1,0.82,0.99,1,0.36,1,1,1,1,0.31,1,1,1,1,1,1,1,1,0.01,1,1,1,1,1,1,1,0.96,1,0.93,0.81,0.95,1,1,0.53,1,1,0.93,0.93,1,-0.34,1,-0.21,1,1,1,1,-0.16,1,1,1,0.93,1,1,0.19,1,1,0.99,1,0.76,1,1,1,1,-0.13,1,1,1,0.99,0.91,0.91,0.88,0.78,1,0.75,1,0.92,0.99,0.99,1,1,0.99,1,-0.6,0.36,1,-0.33,0.06,0.96,0.98,-1,0.97,0.77,1,1,0.82,0.95,0.03,0.85,0,0.87,0.98
"287-40-3",0.7,0.84,0.63,0.49,0.92,0.66,1,0.4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.99,1,1,1,0.99,1,1,1,1,1,0.96,1,0.7,1,1,1,1,0.84,1,1,1,1,1,1,0.92,1,1,1,1,1,1,1,1,1,0.96,1,1,1,0.99,0.99,1,1,0.24,0.25,0.99,-0.03,0.54,-0.71,-0.64,-0.88,-0.99,-0.99,-0.95,0.72,-0.95,-1,0.84,-1,-0.93,-0.99,0.93,-1,-1,-1,-1,-0.89,-0.98,-1,-1,0.87,0,-1
"287-60-3",0.67,0.78,0.64,0.76,0.86,0.59,0.99,0.26,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,1,1,1,1,0.98,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,1,1,1,1,0.94,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.98,1,1,1,0.33,0.08,0.98,-0.24,0.55,-0.75,-0.75,-0.93,-1,-1,-1,0.82,-0.99,-1,0.78,-1,-0.68,-0.9,0.98,-1,-1,-1,-1,-0.94,-1,-1,-1,0.98,-1,0
